range_km,range_miles,battery_kwh,battery_wh,charge_time_min,charge_time_hours,production_year,num_recalls,is_premium
453.04,,72.36,,17.84,,2021,1,0
326.5,,92.11,,8.0,,2022,2,0
402.36,,62.42,,10.4,,2022,3,1
370.51,,80.86,,9.14,,2020,2,0
415.13,,85.36,,19.52,,2018,2,0
376.5,,68.4,,8.0,,2022,2,0
300.2,,64.99,,31.51,,2021,0,0
384.16,,77.75,,21.95,,2021,0,0
437.69,,75.53,,76.93,,2021,1,1
378.39,,78.95,,73.43,,2022,2,0
422.63,,92.74,,73.03,,2018,3,1
322.5,,73.67,,26.64,,2019,2,0
378.56,,60.08,,14.43,,2021,1,0
345.65,,72.67,,22.55,,2022,0,0
421.08,,74.42,,48.84,,2023,3,1
381.73,,84.67,,31.69,,2021,1,1
417.95,,70.03,,41.12,,2023,1,0
439.82,,67.91,,49.7,,2021,2,1
418.04,,58.29,,105.23,,2023,2,0
395.02,,77.47,,121.04,,2022,0,1
325.1,,105.48,,77.09,,2022,0,1
379.85,,69.77,,8.0,,2022,1,1
350.68,,76.52,,162.93,,2020,1,0
361.08,,66.52,,51.08,,2020,1,0
359.4,,59.19,,49.65,,2022,0,0
326.1,,76.34,,8.0,,2019,1,1
272.35,,72.28,,27.42,,2020,0,1
343.25,,48.14,,41.36,,2023,3,1
390.64,,88.1,,13.71,,2023,1,0
305.85,,76.16,,8.0,,2019,1,0
380.86,,72.74,,31.93,,2024,0,0
484.51,,67.78,,24.83,,2024,1,1
436.27,,76.05,,8.0,,2021,0,1
470.39,,76.51,,30.78,,2022,1,0
401.51,,76.01,,8.0,,2024,1,0
444.21,,82.68,,23.21,,2023,1,0
340.18,,84.95,,13.24,,2021,2,1
344.56,,92.06,,147.94,,2021,2,0
229.35,,63.63,,8.0,,2023,1,1
445.24,,66.27,,34.48,,2021,1,1
464.72,,75.61,,8.0,,2023,1,0
349.58,,64.21,,16.15,,2019,1,0
366.03,,65.82,,8.54,,2023,2,0
338.54,,76.75,,223.78,,2023,1,1
401.05,,81.01,,8.0,,2024,1,1
441.87,,84.76,,32.74,,2022,1,0
284.15,,70.07,,39.34,,2022,3,0
402.52,,76.63,,62.12,,2021,2,1
364.78,,74.43,,41.31,,2020,1,1
386.24,,72.18,,11.05,,2020,1,1
405.24,,63.84,,38.28,,2024,2,1
369.65,,62.57,,154.88,,2022,3,1
374.3,,78.67,,79.25,,2021,2,0
368.24,,63.67,,25.38,,2024,4,0
433.37,,54.23,,27.26,,2019,0,1
403.03,,71.68,,8.0,,2022,2,0
392.13,,86.55,,35.44,,2023,1,0
310.1,,44.05,,13.81,,2019,1,0
359.18,,69.12,,8.0,,2019,1,0
429.43,,78.75,,27.0,,2018,1,0
382.07,,53.77,,8.0,,2024,1,0
416.27,,69.87,,8.0,,2023,1,1
477.16,,60.61,,10.38,,2019,1,1
437.12,,61.93,,196.17,,2023,1,0
385.12,,67.98,,69.42,,2021,1,0
351.9,,60.77,,32.78,,2019,2,0
239.55,,59.94,,11.12,,2024,1,0
370.74,,71.41,,30.73,,2020,1,0
362.07,,94.27,,43.97,,2023,1,0
401.47,,79.58,,8.0,,2024,1,0
371.54,,82.11,,185.39,,2022,2,0
362.38,,79.97,,41.39,,2024,4,0
282.13,,65.02,,186.63,,2019,0,0
328.3,,75.11,,26.59,,2024,2,1
406.22,,82.98,,41.03,,2019,1,0
474.37,,80.28,,25.99,,2022,2,0
374.64,,73.95,,8.0,,2024,3,0
398.03,,77.2,,79.65,,2022,1,0
432.39,,96.63,,25.03,,2022,0,0
335.4,,80.39,,26.74,,2020,2,1
400.17,,68.85,,18.74,,2024,2,0
339.27,,71.26,,23.81,,2020,1,0
427.57,,61.46,,54.31,,2024,1,0
388.33,,95.47,,50.65,,2024,2,1
396.41,,88.04,,69.39,,2021,2,1
336.96,,72.83,,154.38,,2023,3,1
418.89,,93.81,,20.84,,2019,0,0
494.66,,78.32,,17.39,,2023,0,1
324.56,,67.69,,28.57,,2022,0,1
361.31,,81.06,,8.0,,2019,0,0
392.74,,75.99,,59.6,,2024,2,0
423.25,,80.38,,36.55,,2023,0,0
349.22,,58.31,,9.97,,2020,0,1
224.18,,63.9,,83.81,,2022,1,0
454.76,,86.88,,40.54,,2021,1,1
421.83,,88.93,,8.0,,2023,3,0
284.14,,86.15,,9.19,,2023,0,0
346.58,,94.19,,93.13,,2020,1,0
466.25,,77.77,,20.15,,2020,2,0
459.63,,77.07,,174.61,,2023,0,0
431.63,,62.87,,31.69,,2023,3,0
370.31,,66.19,,9.79,,2021,0,1
384.56,,52.12,,37.85,,2022,0,0
372.8,,68.79,,8.0,,2022,0,0
442.05,,51.41,,69.2,,2019,3,0
331.83,,82.81,,41.51,,2023,4,1
335.68,,75.88,,139.56,,2021,1,0
435.57,,51.74,,49.2,,2022,2,0
377.56,,70.1,,8.0,,2019,2,1
455.82,,91.68,,27.18,,2023,1,0
343.07,,70.74,,31.83,,2024,2,0
376.99,,62.02,,104.42,,2022,0,1
329.27,,54.14,,23.79,,2022,1,0
380.4,,54.44,,37.81,,2023,2,0
298.68,,77.36,,8.64,,2020,1,1
353.18,,67.66,,11.78,,2019,2,0
301.01,,68.49,,33.41,,2024,2,0
418.17,,67.7,,50.15,,2024,1,0
419.41,,70.6,,24.01,,2022,1,1
284.84,,59.73,,23.81,,2020,2,1
453.36,,75.16,,12.42,,2024,3,0
517.36,,57.77,,50.31,,2020,2,0
382.53,,64.44,,8.0,,2024,0,0
344.74,,82.11,,30.2,,2022,1,0
535.34,,75.76,,8.0,,2019,0,1
307.46,,78.86,,37.8,,2024,1,1
381.11,,93.5,,8.0,,2022,2,0
389.88,,71.4,,118.21,,2021,0,0
453.98,,72.21,,27.3,,2022,2,0
399.79,,69.36,,48.39,,2024,1,0
352.58,,67.57,,80.7,,2020,1,1
327.68,,61.89,,11.27,,2019,1,0
361.2,,72.84,,32.62,,2023,1,0
324.62,,75.55,,83.62,,2023,2,0
382.63,,76.11,,32.41,,2024,3,0
348.97,,72.64,,20.95,,2021,1,1
297.83,,81.26,,19.33,,2022,1,0
449.03,,72.29,,20.36,,2018,1,0
352.63,,67.91,,40.14,,2024,0,1
310.25,,62.73,,8.0,,2020,1,1
370.75,,56.51,,22.55,,2019,1,0
383.76,,86.6,,34.54,,2022,2,1
283.94,,65.01,,64.83,,2023,2,0
398.24,,62.74,,31.71,,2020,2,0
322.41,,67.82,,109.45,,2020,1,1
474.11,,69.22,,24.64,,2021,1,1
408.82,,88.39,,44.19,,2024,1,0
358.01,,68.72,,8.0,,2023,1,0
339.02,,98.33,,11.44,,2021,0,0
374.23,,72.64,,70.97,,2021,1,0
413.7,,92.57,,37.06,,2024,1,1
378.6,,80.94,,122.72,,2023,0,0
368.06,,75.61,,58.71,,2020,0,0
383.21,,87.78,,25.08,,2020,0,0
346.79,,83.22,,63.35,,2019,2,0
361.12,,78.35,,26.49,,2020,0,0
265.28,,95.18,,16.83,,2023,1,0
433.55,,67.02,,8.0,,2021,4,1
396.43,,62.05,,84.3,,2024,1,0
337.46,,65.24,,22.8,,2021,2,1
484.43,,89.52,,48.54,,2020,1,0
384.79,,86.51,,8.0,,2020,0,1
323.01,,66.75,,74.17,,2022,0,1
427.12,,48.45,,73.01,,2024,1,1
401.89,,69.94,,27.64,,2024,1,0
401.7,,61.87,,46.84,,2020,1,0
356.58,,67.06,,30.95,,2023,2,1
404.78,,61.46,,33.75,,2023,2,1
365.6,,55.9,,92.25,,2020,2,0
410.58,,90.83,,143.17,,2021,3,1
275.23,,65.16,,19.24,,2019,1,0
356.14,,86.13,,16.93,,2019,3,1
474.72,,69.79,,15.21,,2022,0,0
337.81,,60.69,,61.87,,2022,0,0
346.79,,77.09,,53.9,,2018,0,0
355.36,,68.09,,8.0,,2024,1,1
313.19,,69.93,,8.0,,2022,3,0
258.54,,73.45,,43.64,,2023,2,1
367.32,,63.88,,13.5,,2023,0,0
387.47,,55.79,,8.0,,2023,1,1
377.11,,71.49,,22.42,,2021,1,0
372.03,,81.64,,88.18,,2024,0,1
382.37,,62.98,,19.16,,2021,0,0
436.26,,73.54,,49.96,,2024,2,1
369.53,,87.06,,96.95,,2018,0,0
348.43,,71.1,,8.0,,2019,2,0
364.54,,72.86,,39.52,,2023,2,1
411.86,,72.55,,100.06,,2023,1,0
457.66,,65.18,,9.03,,2023,1,0
345.45,,62.07,,188.33,,2023,0,0
385.44,,62.11,,19.08,,2022,0,0
398.61,,75.68,,10.3,,2018,2,1
325.41,,79.58,,76.4,,2024,1,0
381.12,,80.05,,26.5,,2022,5,1
299.39,,68.21,,46.65,,2019,0,1
282.7,,82.93,,28.25,,2020,2,1
400.17,,75.07,,43.32,,2023,2,0
358.89,,72.71,,8.0,,2019,1,0
391.13,,38.61,,18.1,,2024,3,0
379.02,,63.83,,44.98,,2023,0,1
326.3,,56.79,,18.14,,2021,3,1
377.51,,78.27,,62.79,,2024,0,1
312.18,,72.95,,136.13,,2024,0,1
456.5,,61.28,,8.0,,2024,2,0
305.42,,75.04,,81.2,,2021,1,1
369.23,,57.77,,8.0,,2023,0,1
322.68,,61.56,,104.71,,2022,2,0
411.37,,64.9,,123.21,,2022,0,0
361.77,,77.4,,35.37,,2022,2,0
351.47,,85.99,,27.39,,2018,0,0
426.93,,66.14,,59.68,,2018,1,1
381.62,,85.22,,105.05,,2023,0,0
408.42,,72.47,,11.11,,2024,1,0
326.03,,74.36,,20.24,,2020,1,0
302.74,,71.36,,22.7,,2022,2,1
385.9,,70.03,,78.52,,2021,1,0
362.46,,76.39,,8.0,,2022,1,0
414.45,,79.4,,40.98,,2019,1,1
375.61,,63.15,,18.15,,2023,1,0
391.28,,70.11,,91.03,,2022,2,0
290.71,,88.69,,17.44,,2021,1,0
483.86,,73.77,,160.2,,2023,1,0
370.97,,74.87,,8.0,,2022,4,0
418.37,,83.67,,11.5,,2022,2,1
334.01,,66.99,,25.67,,2022,0,0
396.94,,71.66,,12.44,,2024,0,0
308.34,,80.17,,56.16,,2019,0,0
404.86,,84.39,,70.77,,2024,2,0
360.42,,48.35,,50.22,,2019,1,1
381.61,,64.63,,147.84,,2020,1,1
418.39,,62.02,,25.57,,2024,0,0
312.21,,70.76,,163.82,,2024,2,0
342.35,,62.77,,8.0,,2021,0,0
405.15,,78.64,,78.56,,2022,1,0
495.4,,73.72,,8.0,,2021,1,0
372.41,,80.89,,31.88,,2020,4,0
412.51,,81.53,,27.83,,2019,0,0
374.12,,78.79,,81.48,,2018,0,0
486.82,,68.64,,50.67,,2022,0,0
283.9,,73.04,,24.43,,2022,1,0
385.2,,67.39,,94.93,,2023,2,0
290.6,,58.35,,91.16,,2019,0,1
242.14,,81.54,,8.0,,2022,0,1
396.36,,71.16,,86.02,,2024,2,0
387.67,,56.97,,31.41,,2024,0,1
364.33,,77.37,,76.7,,2022,0,0
374.16,,69.76,,8.4,,2020,0,0
550.41,,51.4,,8.0,,2020,3,0
365.8,,58.26,,53.8,,2022,2,0
408.06,,64.99,,13.53,,2023,2,0
344.28,,74.11,,34.37,,2024,1,0
396.24,,79.88,,49.03,,2024,0,1
366.9,,79.54,,39.59,,2022,1,0
357.42,,78.03,,50.42,,2021,0,1
480.04,,71.66,,40.68,,2018,0,1
444.75,,89.22,,20.02,,2018,2,0
387.52,,79.0,,8.0,,2022,0,1
253.27,,74.22,,81.2,,2019,2,1
360.14,,77.67,,78.58,,2020,1,0
528.67,,68.01,,8.0,,2024,1,0
367.31,,71.43,,77.2,,2023,2,0
440.68,,51.18,,8.0,,2022,1,0
459.31,,68.13,,17.0,,2024,2,0
392.04,,89.6,,22.4,,2020,1,0
333.7,,73.48,,47.81,,2021,1,1
246.06,,73.07,,8.0,,2021,1,0
417.63,,81.99,,73.6,,2024,1,0
335.19,,75.58,,120.13,,2024,0,0
389.69,,64.14,,128.15,,2022,1,0
311.26,,72.24,,8.0,,2022,3,1
365.41,,60.65,,105.76,,2024,3,0
381.85,,73.84,,35.24,,2020,2,0
394.77,,63.62,,54.52,,2022,0,1
318.68,,81.28,,112.05,,2023,0,1
445.83,,66.9,,45.43,,2023,1,0
347.17,,63.75,,25.63,,2022,3,1
287.9,,70.87,,31.28,,2024,2,0
374.0,,75.65,,48.45,,2020,1,1
381.89,,59.93,,121.59,,2022,1,0
388.83,,66.79,,92.63,,2024,4,0
454.92,,73.05,,36.14,,2020,1,0
367.0,,85.38,,9.95,,2024,1,1
373.42,,46.71,,17.88,,2023,3,0
319.32,,78.15,,18.86,,2021,3,1
425.13,,68.16,,14.34,,2023,7,0
390.14,,67.05,,57.68,,2024,0,1
356.9,,65.19,,75.93,,2024,0,0
275.24,,68.36,,16.19,,2021,0,1
459.44,,78.21,,78.61,,2024,2,0
312.48,,66.63,,55.69,,2018,0,1
347.48,,88.59,,24.44,,2018,1,0
399.71,,78.24,,50.38,,2023,1,0
314.19,,73.98,,61.61,,2022,1,0
297.86,,70.34,,34.58,,2022,0,0
263.18,,83.9,,24.59,,2020,4,0
419.65,,85.36,,8.0,,2022,0,1
350.01,,60.39,,8.0,,2018,1,0
541.0,,64.98,,116.28,,2022,2,1
325.31,,78.35,,13.07,,2021,0,0
329.32,,81.37,,45.68,,2020,2,0
348.9,,69.0,,120.58,,2022,1,0
393.37,,64.58,,71.62,,2023,0,0
354.14,,72.79,,8.0,,2024,1,1
413.68,,86.77,,68.0,,2022,3,1
326.18,,72.41,,54.43,,2020,2,0
304.01,,59.36,,16.78,,2020,1,0
281.1,,73.1,,49.14,,2022,0,0
257.7,,79.83,,73.42,,2021,2,0
351.51,,70.99,,14.47,,2021,1,0
363.45,,84.58,,85.38,,2022,2,1
345.27,,80.66,,8.0,,2022,0,1
448.39,,71.38,,31.48,,2020,1,0
447.54,,72.43,,11.15,,2021,0,0
361.59,,53.58,,54.68,,2023,0,1
281.33,,84.1,,8.07,,2021,2,0
348.83,,68.7,,17.54,,2022,0,1
347.01,,68.0,,8.0,,2023,2,0
343.86,,66.5,,70.18,,2020,0,0
341.63,,76.57,,8.0,,2024,3,0
344.06,,60.71,,53.94,,2021,1,0
358.74,,62.16,,51.59,,2023,2,1
345.05,,71.47,,8.0,,2021,0,0
391.46,,65.73,,35.06,,2023,0,1
399.82,,75.35,,28.85,,2021,0,0
329.91,,66.1,,37.91,,2023,1,0
449.91,,87.95,,116.27,,2019,1,0
326.1,,78.93,,8.0,,2021,1,1
291.02,,78.81,,72.14,,2022,3,0
400.94,,65.95,,83.21,,2023,3,1
335.04,,96.06,,8.0,,2020,1,0
397.67,,67.61,,44.83,,2021,0,0
247.8,,64.86,,50.87,,2019,1,0
456.59,,79.07,,33.41,,2024,2,0
416.98,,73.95,,29.36,,2024,0,1
297.47,,63.82,,16.06,,2021,0,1
298.67,,93.96,,49.07,,2022,0,1
471.97,,81.76,,14.12,,2022,2,1
339.44,,72.04,,25.88,,2020,1,0
334.12,,96.01,,81.79,,2023,1,0
255.37,,80.11,,8.0,,2022,0,0
360.71,,71.88,,31.57,,2022,1,1
367.48,,94.81,,27.96,,2019,0,1
419.35,,78.59,,19.97,,2019,1,1
303.05,,78.15,,38.23,,2024,3,0
296.38,,68.14,,8.0,,2024,1,0
404.8,,72.49,,28.48,,2018,2,1
435.37,,67.89,,27.93,,2022,0,0
293.59,,86.4,,30.49,,2019,1,0
439.48,,55.91,,10.03,,2023,0,1
382.06,,85.66,,9.77,,2018,0,1
440.05,,63.23,,43.76,,2022,1,0
376.14,,71.42,,8.0,,2023,1,1
241.27,,69.05,,15.34,,2019,1,0
371.64,,66.8,,74.62,,2022,1,1
438.31,,78.9,,8.0,,2024,0,0
330.84,,71.95,,26.51,,2019,0,0
358.66,,65.32,,46.39,,2023,0,0
370.31,,73.54,,8.0,,2021,0,0
220.53,,65.04,,15.73,,2021,2,1
471.92,,66.62,,34.36,,2022,1,0
330.42,,57.03,,16.65,,2024,1,0
407.82,,67.5,,8.0,,2020,3,1
375.23,,76.94,,11.11,,2024,3,0
449.17,,72.37,,8.0,,2019,0,1
402.33,,90.15,,172.53,,2024,1,0
367.08,,98.13,,11.29,,2018,1,1
330.86,,67.36,,31.76,,2020,0,0
423.88,,63.67,,23.5,,2024,2,1
276.96,,83.3,,35.4,,2021,4,1
415.52,,75.35,,28.95,,2018,0,0
319.55,,83.36,,54.55,,2024,1,0
448.88,,75.99,,86.67,,2024,1,0
388.87,,70.06,,14.11,,2023,0,0
415.43,,70.11,,8.52,,2024,0,1
384.51,,76.33,,174.58,,2021,1,0
283.62,,69.89,,84.44,,2023,0,1
332.66,,84.2,,19.0,,2023,1,0
416.98,,58.98,,94.57,,2024,1,0
389.17,,84.14,,46.63,,2024,0,1
444.95,,53.27,,24.16,,2019,0,0
402.18,,73.45,,86.81,,2021,1,0
326.83,,68.69,,47.24,,2023,0,1
336.22,,56.84,,73.55,,2024,2,1
385.66,,51.4,,22.72,,2021,0,0
252.73,,61.02,,67.33,,2018,1,0
472.04,,72.46,,19.2,,2020,2,0
404.3,,65.98,,55.79,,2022,2,1
447.49,,61.59,,24.02,,2019,1,0
293.07,,85.52,,21.82,,2018,1,0
448.45,,59.68,,66.9,,2022,2,0
502.73,,78.79,,8.0,,2023,3,0
307.35,,63.11,,110.63,,2023,4,0
422.43,,60.77,,29.85,,2022,2,1
380.06,,65.96,,42.45,,2022,1,0
295.06,,78.2,,21.82,,2018,4,0
407.11,,58.29,,43.6,,2021,0,0
425.85,,74.87,,51.97,,2023,1,0
346.94,,62.39,,85.2,,2022,1,0
444.13,,64.19,,80.92,,2021,1,1
288.33,,76.01,,18.6,,2020,0,1
297.79,,93.73,,40.18,,2018,2,0
387.51,,62.89,,63.7,,2024,0,1
381.4,,79.2,,60.8,,2024,0,0
340.59,,68.87,,93.06,,2021,1,0
424.53,,67.25,,74.91,,2023,1,0
409.2,,82.71,,53.14,,2019,0,0
427.2,,63.56,,58.03,,2024,0,0
373.23,,60.46,,69.19,,2024,2,0
413.14,,76.6,,76.42,,2020,0,1
355.49,,87.95,,18.27,,2023,1,1
492.96,,79.5,,63.94,,2022,1,0
335.31,,57.93,,125.16,,2023,1,0
495.79,,65.85,,11.14,,2022,1,0
381.92,,81.8,,8.0,,2019,1,0
304.35,,87.81,,8.0,,2024,1,0
455.24,,74.29,,10.26,,2019,3,0
386.92,,66.21,,105.97,,2021,2,1
426.81,,88.46,,8.0,,2024,1,0
447.31,,71.25,,57.82,,2022,1,1
398.59,,65.94,,84.74,,2024,1,0
347.43,,64.25,,88.19,,2020,1,0
433.66,,60.05,,22.64,,2024,2,1
380.04,,100.34,,28.72,,2022,0,0
417.72,,86.21,,16.4,,2022,2,1
261.54,,65.44,,8.0,,2024,0,0
404.58,,89.32,,10.02,,2024,2,1
344.88,,77.33,,8.0,,2021,2,1
470.93,,76.74,,21.98,,2024,4,1
414.27,,64.82,,8.0,,2019,2,0
393.19,,66.86,,21.69,,2018,3,1
406.75,,71.58,,80.01,,2022,1,1
325.09,,52.34,,44.64,,2023,1,0
469.28,,67.13,,45.65,,2020,0,0
489.53,,72.04,,70.17,,2019,1,1
401.61,,85.1,,8.0,,2024,3,1
467.47,,65.83,,66.46,,2024,0,0
348.7,,80.12,,9.18,,2023,1,1
336.16,,51.4,,17.83,,2024,1,0
382.25,,83.67,,15.47,,2024,1,0
403.92,,63.0,,8.0,,2021,2,1
358.33,,73.3,,8.01,,2019,3,1
409.58,,76.06,,131.52,,2024,0,0
396.85,,74.1,,38.51,,2023,0,0
325.09,,70.93,,26.98,,2024,1,0
408.53,,59.58,,59.55,,2023,0,1
427.49,,63.1,,70.59,,2022,1,0
389.43,,81.96,,8.0,,2024,0,1
443.4,,66.03,,56.72,,2023,0,1
313.04,,70.97,,113.15,,2018,1,0
405.74,,57.08,,36.98,,2023,1,0
315.63,,80.59,,40.0,,2022,0,0
318.73,,58.81,,85.82,,2020,1,0
345.3,,81.16,,47.79,,2022,1,1
328.19,,61.37,,224.84,,2022,1,1
349.86,,82.15,,13.95,,2022,0,0
368.22,,72.1,,78.43,,2022,1,1
426.04,,66.41,,39.81,,2023,2,0
362.34,,88.0,,19.12,,2023,2,0
292.79,,71.31,,90.14,,2023,0,0
442.7,,68.38,,234.57,,2023,0,0
333.96,,81.09,,8.0,,2024,0,0
376.77,,57.2,,109.08,,2022,0,0
404.56,,46.73,,9.54,,2019,0,1
390.98,,83.58,,9.65,,2021,2,0
440.18,,63.64,,8.0,,2018,3,0
406.35,,80.65,,107.25,,2022,2,1
332.63,,72.46,,59.83,,2024,1,1
499.82,,60.36,,8.0,,2024,1,1
390.69,,78.07,,42.16,,2022,1,0
371.9,,67.9,,8.0,,2023,2,1
433.02,,61.23,,58.46,,2023,1,0
393.72,,61.49,,22.09,,2022,2,0
401.96,,54.67,,8.0,,2024,3,0
517.07,,76.03,,74.28,,2021,2,0
364.87,,62.65,,35.68,,2023,2,0
362.52,,71.65,,62.25,,2019,1,0
386.41,,70.18,,47.14,,2020,2,0
438.93,,62.58,,23.93,,2024,1,0
297.14,,56.77,,50.38,,2022,3,0
271.89,,97.34,,8.0,,2023,4,0
347.71,,71.51,,17.43,,2024,0,0
290.13,,90.23,,63.19,,2024,1,0
356.63,,83.65,,60.48,,2019,0,1
407.64,,68.79,,91.73,,2023,1,0
331.01,,73.81,,39.66,,2023,3,1
301.52,,73.52,,119.73,,2023,1,0
383.81,,90.44,,34.26,,2020,0,0
427.44,,80.3,,29.15,,2023,3,0
286.78,,63.93,,9.23,,2021,1,0
425.11,,75.52,,63.37,,2020,1,1
424.95,,80.04,,49.47,,2023,4,1
432.47,,60.25,,25.94,,2020,0,1
447.02,,76.94,,8.0,,2022,3,0
501.11,,85.45,,8.0,,2021,0,0
360.41,,63.43,,8.0,,2024,2,0
386.03,,64.81,,19.78,,2024,1,0
357.1,,83.6,,8.0,,2024,2,0
380.11,,68.46,,82.83,,2021,1,0
464.31,,62.18,,96.43,,2020,1,0
306.02,,80.82,,81.62,,2023,1,0
332.64,,77.77,,39.42,,2024,0,0
455.74,,72.94,,38.1,,2022,0,0
436.1,,83.25,,93.06,,2018,0,0
360.03,,83.96,,21.9,,2019,2,0
426.99,,71.17,,8.0,,2021,1,0
398.77,,91.74,,26.7,,2022,1,0
462.52,,87.83,,33.89,,2021,2,0
384.1,,52.16,,33.49,,2022,1,0
436.41,,61.7,,8.0,,2024,0,0
525.31,,49.45,,64.25,,2019,2,0
412.9,,68.75,,55.3,,2024,1,0
382.71,,59.89,,10.97,,2022,2,1
419.73,,63.86,,33.65,,2023,2,1
359.91,,82.91,,65.61,,2024,0,1
511.34,,54.45,,8.0,,2022,1,0
389.9,,73.3,,13.52,,2019,0,1
364.99,,73.24,,26.83,,2024,0,1
334.04,,71.18,,78.31,,2021,1,0
440.35,,73.31,,67.38,,2024,1,0
427.7,,49.68,,8.0,,2019,2,0
352.65,,63.9,,26.09,,2020,0,0
411.7,,87.43,,15.26,,2024,1,0
297.03,,60.03,,21.56,,2024,2,0
390.17,,88.67,,32.67,,2020,0,1
404.9,,57.93,,29.06,,2023,1,0
473.9,,56.73,,8.0,,2019,3,0
337.6,,62.48,,8.0,,2020,3,1
309.69,,83.29,,8.0,,2020,1,0
330.75,,66.54,,77.31,,2018,2,1
306.49,,75.45,,8.0,,2022,1,0
453.52,,72.74,,9.5,,2021,0,1
465.18,,71.46,,131.09,,2022,3,0
397.61,,84.74,,8.0,,2023,0,0
447.17,,79.72,,8.0,,2022,0,1
387.37,,60.57,,20.58,,2021,1,0
374.77,,69.24,,8.0,,2019,2,0
361.68,,89.43,,35.03,,2023,1,1
362.93,,75.2,,17.36,,2021,1,0
294.87,,56.92,,9.85,,2020,1,0
394.53,,57.63,,240.0,,2023,0,1
377.78,,80.9,,17.52,,2022,0,0
420.99,,79.02,,43.03,,2020,3,0
385.14,,62.79,,87.04,,2023,1,1
371.05,,79.48,,107.35,,2024,0,1
332.08,,87.99,,22.17,,2024,1,0
383.97,,86.58,,156.92,,2022,0,0
420.6,,88.04,,54.16,,2018,1,1
317.12,,77.55,,36.76,,2022,2,0
384.81,,70.22,,49.64,,2018,1,1
392.82,,67.98,,18.75,,2024,1,0
340.51,,71.83,,23.2,,2020,0,1
347.67,,63.24,,37.07,,2024,0,1
392.68,,68.41,,16.62,,2024,2,0
317.66,,84.75,,61.51,,2023,1,1
399.25,,55.91,,12.14,,2019,3,0
330.76,,56.59,,66.93,,2022,0,0
438.46,,80.31,,8.0,,2021,2,1
508.58,,68.5,,10.3,,2024,0,1
332.66,,52.74,,58.75,,2021,2,0
409.38,,71.39,,12.83,,2022,0,1
340.03,,69.96,,66.64,,2022,0,1
437.25,,67.69,,64.34,,2018,0,0
310.41,,78.86,,12.49,,2023,2,1
406.43,,58.67,,8.0,,2021,1,0
331.99,,72.13,,8.0,,2022,0,0
368.62,,69.89,,58.65,,2019,4,0
323.29,,72.38,,78.85,,2021,1,0
425.23,,54.68,,20.29,,2022,2,1
333.97,,66.77,,8.0,,2022,1,0
410.36,,72.2,,8.0,,2020,0,0
361.07,,77.41,,10.21,,2022,1,0
373.7,,90.46,,163.65,,2022,3,1
388.13,,80.06,,8.0,,2019,1,0
338.1,,76.61,,8.0,,2022,1,0
391.57,,84.71,,64.65,,2020,2,0
464.17,,68.96,,40.13,,2024,0,0
337.2,,87.54,,32.14,,2021,1,0
444.45,,83.19,,24.95,,2023,1,0
462.4,,67.54,,50.83,,2022,2,0
335.11,,91.24,,50.34,,2023,2,0
299.97,,76.47,,23.2,,2024,1,0
396.61,,93.93,,11.21,,2024,0,0
349.89,,75.03,,77.3,,2019,1,0
482.77,,66.38,,8.0,,2024,0,1
381.91,,64.32,,32.07,,2020,2,0
335.88,,68.44,,49.55,,2021,1,1
316.91,,66.29,,42.78,,2022,1,0
439.94,,84.71,,40.51,,2024,0,1
348.58,,71.71,,45.62,,2023,2,0
382.41,,55.86,,87.56,,2024,2,0
432.57,,74.13,,19.1,,2024,1,0
353.37,,73.26,,41.47,,2023,2,0
377.47,,67.31,,50.14,,2022,0,0
379.09,,74.68,,37.48,,2021,0,0
417.58,,71.56,,97.99,,2021,1,0
412.49,,78.34,,44.67,,2022,1,1
367.89,,77.75,,23.2,,2018,0,0
383.5,,75.65,,78.46,,2020,2,1
359.55,,59.01,,28.24,,2021,0,0
298.73,,93.19,,31.73,,2024,1,0
394.17,,56.44,,36.66,,2021,4,0
484.07,,70.71,,16.37,,2020,2,1
331.4,,61.06,,53.85,,2023,1,0
337.48,,75.96,,8.0,,2024,0,1
332.11,,73.38,,85.32,,2023,2,0
419.85,,70.31,,58.99,,2019,2,0
404.67,,87.18,,18.33,,2021,4,0
371.28,,83.08,,10.78,,2023,1,0
329.51,,68.73,,20.62,,2020,3,1
385.08,,80.04,,68.67,,2023,2,0
293.95,,87.65,,8.0,,2020,1,0
387.89,,83.01,,26.5,,2022,2,0
427.93,,70.64,,12.31,,2023,1,0
311.18,,56.1,,87.32,,2023,0,1
295.71,,75.25,,22.43,,2024,3,1
466.87,,78.69,,50.27,,2023,4,1
346.35,,64.3,,18.61,,2020,0,1
442.48,,72.23,,16.8,,2024,0,1
371.53,,71.17,,16.56,,2023,2,0
371.09,,85.88,,47.62,,2019,0,0
404.11,,90.54,,139.9,,2023,4,1
331.38,,83.75,,9.8,,2022,2,1
387.29,,71.14,,43.37,,2022,2,0
359.02,,83.48,,12.96,,2023,0,0
307.37,,78.49,,33.48,,2020,0,0
398.56,,71.25,,32.76,,2024,3,1
365.52,,92.92,,25.11,,2022,2,0
371.36,,64.62,,29.0,,2022,0,1
313.44,,78.04,,89.13,,2022,2,0
467.53,,80.4,,8.0,,2023,2,0
428.22,,69.13,,74.49,,2023,2,0
433.03,,77.59,,26.06,,2021,2,1
363.2,,81.45,,17.05,,2022,3,0
284.89,,74.45,,8.19,,2021,1,1
